token,category,is_distress,rationale
ask help,LIQUIDITY_SHORTAGE,1,appeal for financial assistance
aware,NEUTRAL_BENIGN,0,general conversational prose
balance apr,DEBT_PRESSURE,1,interest accruing revolving balance
balance card,DEBT_PRESSURE,1,outstanding credit card balance
bath,NEUTRAL_BENIGN,0,home remodeling detail
breathe,DEBT_PRESSURE,1,room to breathe implies debt strain
central,NEUTRAL_BENIGN,0,generic location word
check credit,NEUTRAL_BENIGN,0,routine credit inquiry mention
closer,NEUTRAL_BENIGN,0,generic proximity term
collect,DEBT_PRESSURE,1,suggests collections activity
commitment,NEUTRAL_BENIGN,0,positive repayment intent
completely debt,DEBT_PRESSURE,1,references total debt load
driver,NEUTRAL_BENIGN,0,occupation descriptor
duty,NEUTRAL_BENIGN,0,employment or service reference
excess,DEBT_PRESSURE,1,excess debt or spending signal
executive,NEUTRAL_BENIGN,0,stable occupation title
expense mortgage,NEUTRAL_BENIGN,0,routine housing expense listing
explain,NEUTRAL_BENIGN,0,conversational narrative filler
finish pay,NEUTRAL_BENIGN,0,planned completion of payments
food gas,LIQUIDITY_SHORTAGE,1,basic living expenses financed by loan
fortunate,NEUTRAL_BENIGN,0,positive sentiment
fortune,NEUTRAL_BENIGN,0,positive sentiment
good money,NEUTRAL_BENIGN,0,stable income claim
good stable,NEUTRAL_BENIGN,0,stable employment signal
grad school,NEUTRAL_BENIGN,0,planned education event
grade,NEUTRAL_BENIGN,0,loan grade logistics
graduation,NEUTRAL_BENIGN,0,planned life event
heat,SHOCK_EMERGENCY,1,urgent heating repair or utility need
history late,DEBT_PRESSURE,1,past delinquency history
hole,DEBT_PRESSURE,1,debt hole metaphor
honeymoon,NEUTRAL_BENIGN,0,planned life event
house add,NEUTRAL_BENIGN,0,home improvement project
hsbc,HIGH_RISK_REFINANCING,1,high-rate card issuer being refinanced
investor help,NEUTRAL_BENIGN,0,appeal to lenders prose
joint,NEUTRAL_BENIGN,0,joint account logistics
kill,DEBT_PRESSURE,1,interest killing borrower phrasing
lock,NEUTRAL_BENIGN,0,rate lock logistics
monthly pay,NEUTRAL_BENIGN,0,routine payment schedule
pay home,NEUTRAL_BENIGN,0,mortgage payment logistics
payment stable,NEUTRAL_BENIGN,0,stable payment capacity
potential investor,NEUTRAL_BENIGN,0,addressing lenders directly
profession,NEUTRAL_BENIGN,0,occupation descriptor
raise rate,DEBT_PRESSURE,1,creditor raised interest rates
receive promotion,NEUTRAL_BENIGN,0,positive career event
recently promote,NEUTRAL_BENIGN,0,positive career event
repay debt,NEUTRAL_BENIGN,0,routine debt repayment intent
reward,NEUTRAL_BENIGN,0,rewards card or positive framing
road,NEUTRAL_BENIGN,0,generic prose term
slightly,NEUTRAL_BENIGN,0,generic qualifier
spend money,NEUTRAL_BENIGN,0,general spending prose
tight,LIQUIDITY_SHORTAGE,1,cash flow tight signal
unite,NEUTRAL_BENIGN,0,likely United States fragment
wouldn,NEUTRAL_BENIGN,0,conversational contraction fragment
year debt,DEBT_PRESSURE,1,long-standing debt burden
year payment,NEUTRAL_BENIGN,0,routine payment schedule language
accident,SHOCK_EMERGENCY,1,unexpected exogenous event
accountant,NEUTRAL_BENIGN,0,occupation reference
add little,NEUTRAL_BENIGN,0,vague conversational filler
aid,NEUTRAL_BENIGN,0,generic assistance term
bachelor degree,NEUTRAL_BENIGN,0,education credential
beautiful,NEUTRAL_BENIGN,0,positive sentiment
breathe room,LIQUIDITY_SHORTAGE,1,implies cash flow squeeze
budget allow,NEUTRAL_BENIGN,0,routine budgeting language
burden,DEBT_PRESSURE,1,signals heavy debt load
capable,NEUTRAL_BENIGN,0,positive capacity statement
car expense,NEUTRAL_BENIGN,0,routine expense category
car note,NEUTRAL_BENIGN,0,standard auto loan payment
card expense,NEUTRAL_BENIGN,0,routine credit card spending
card purchase,NEUTRAL_BENIGN,0,routine card usage
card work,NEUTRAL_BENIGN,0,ambiguous card phrase
concentrate,NEUTRAL_BENIGN,0,general prose
consist,NEUTRAL_BENIGN,0,general prose
consolidate current,DEBT_PRESSURE,1,consolidating existing debt load
consolidation credit,DEBT_PRESSURE,1,credit debt consolidation signal
cpa,NEUTRAL_BENIGN,0,occupation reference
credit balance,DEBT_PRESSURE,1,outstanding revolving balance
credit credit,DEBT_PRESSURE,1,repeated credit debt mention
debt look,DEBT_PRESSURE,1,debt-focused phrasing
desire,NEUTRAL_BENIGN,0,general sentiment
discretionary,NEUTRAL_BENIGN,0,budgeting terminology
division,NEUTRAL_BENIGN,0,workplace or generic term
electricity,LIQUIDITY_SHORTAGE,1,basic utility expense need
environment,NEUTRAL_BENIGN,0,general prose
estimate,NEUTRAL_BENIGN,0,routine planning language
fairly,NEUTRAL_BENIGN,0,general prose
food entertainment,NEUTRAL_BENIGN,0,routine spending category
frame,NEUTRAL_BENIGN,0,generic term
fresh start,DEBT_PRESSURE,1,implies escaping debt spiral
help debt,DEBT_PRESSURE,1,seeking debt relief
help help,NEUTRAL_BENIGN,0,conversational repetition
help people,NEUTRAL_BENIGN,0,general prose
helpful,NEUTRAL_BENIGN,0,positive sentiment
home purchase,NEUTRAL_BENIGN,0,planned life event
hope pay,NEUTRAL_BENIGN,0,repayment intention statement
house market,NEUTRAL_BENIGN,0,housing market context
house pay,NEUTRAL_BENIGN,0,routine housing payment
independent,NEUTRAL_BENIGN,0,positive descriptor
instead pay,NEUTRAL_BENIGN,0,payment comparison phrasing
job add,NEUTRAL_BENIGN,0,employment reference
life add,NEUTRAL_BENIGN,0,vague conversational filler
look purchase,NEUTRAL_BENIGN,0,planned purchase intent
low monthly,NEUTRAL_BENIGN,0,favorable payment terms
low rate,NEUTRAL_BENIGN,0,favorable interest terms
mastercard,DEBT_PRESSURE,1,revolving credit card debt
month job,NEUTRAL_BENIGN,0,routine employment tenure mention
month monthly,NEUTRAL_BENIGN,0,generic payment period phrasing
monthly basis,NEUTRAL_BENIGN,0,routine payment cadence
monthly minimum,DEBT_PRESSURE,1,minimum payments signal revolving debt burden
new position,NEUTRAL_BENIGN,0,stable or improving employment
new window,NEUTRAL_BENIGN,0,home improvement item
occur,NEUTRAL_BENIGN,0,generic conversational verb
path,NEUTRAL_BENIGN,0,generic prose
pay end,LIQUIDITY_SHORTAGE,1,suggests stretched to end of pay period
pay extra,NEUTRAL_BENIGN,0,positive repayment intent
pay help,NEUTRAL_BENIGN,0,generic request for assistance
pay plan,NEUTRAL_BENIGN,0,routine repayment planning
payback,NEUTRAL_BENIGN,0,routine repayment language
payment able,NEUTRAL_BENIGN,0,affordability affirmation
payment house,NEUTRAL_BENIGN,0,routine mortgage reference
payoff high,DEBT_PRESSURE,1,paying off high interest balances
personally,NEUTRAL_BENIGN,0,conversational filler
phone car,NEUTRAL_BENIGN,0,routine expense items
pool,NEUTRAL_BENIGN,0,discretionary home project
position year,NEUTRAL_BENIGN,0,employment tenure
problem payment,LIQUIDITY_SHORTAGE,1,difficulty making payments
promptly,NEUTRAL_BENIGN,0,positive repayment sentiment
provider,NEUTRAL_BENIGN,0,generic service reference
rat card,DEBT_PRESSURE,1,credit card rate burden
rate increase,DEBT_PRESSURE,1,rising interest on existing debt
recently pay,NEUTRAL_BENIGN,0,generic recent payment mention
reduce rate,NEUTRAL_BENIGN,0,routine refinancing goal
rent payment,NEUTRAL_BENIGN,0,routine housing expense
request pay,NEUTRAL_BENIGN,0,generic loan request language
respect,NEUTRAL_BENIGN,0,conversational courtesy
role,NEUTRAL_BENIGN,0,employment reference
roommate,NEUTRAL_BENIGN,0,routine living arrangement
school pay,NEUTRAL_BENIGN,0,planned education expense
separate,NEUTRAL_BENIGN,0,generic descriptive term
seven,NEUTRAL_BENIGN,0,numeric filler
shop,NEUTRAL_BENIGN,0,routine spending or business term
slowly,NEUTRAL_BENIGN,0,generic pace descriptor
switch,NEUTRAL_BENIGN,0,generic change reference
thankful,NEUTRAL_BENIGN,0,positive sentiment
total debt,DEBT_PRESSURE,1,aggregate debt load reference
transition,NEUTRAL_BENIGN,0,generic life or job change
unemployment,SHOCK_EMERGENCY,1,sudden job loss income shock
use debt,DEBT_PRESSURE,1,reliance on borrowing
utilization,DEBT_PRESSURE,1,credit line usage ratio pressure
weekly,NEUTRAL_BENIGN,0,routine pay frequency
wise,NEUTRAL_BENIGN,0,positive judgment sentiment
work hour,NEUTRAL_BENIGN,0,routine employment detail
yard,NEUTRAL_BENIGN,0,home improvement item
year excellent,NEUTRAL_BENIGN,0,positive credit history claim
year experience,NEUTRAL_BENIGN,0,stable employment tenure
